timestamp,event,step,grpo_step,rollout/mean,rollout/std,rollout/max,rollout/min,reward_mean,reward_std,group_reward_variance_mean,advantage_mean,advantage_std,zero_variance_group_ratio,effective_group_ratio,rollout/effective_rollout_ratio,format_reward_mean,answer_reward_mean,rollout/answer_zero_variance_group_ratio,all_correct_group_ratio,all_wrong_group_ratio,mixed_group_ratio,generated_response_tokens,rollout/prompt_tokens,total_rollout_tokens,average_response_length,train_batch/mean,train_batch/std,train_batch/max,train_batch/min,train_batch/reward_mean,train_batch/reward_std,train_batch/group_reward_variance_mean,train_batch/advantage_mean,train_batch/advantage_std,train_batch/zero_variance_group_ratio,train_batch/effective_group_ratio,train_batch/effective_rollout_ratio,train_batch/format_reward_mean,train_batch/answer_reward_mean,train_batch/answer_zero_variance_group_ratio,train_batch/all_correct_group_ratio,train_batch/all_wrong_group_ratio,train_batch/mixed_group_ratio,cumulative_generated_response_tokens,cumulative_rollout_tokens,sampling_strategy,batch_complete,attempted_groups,accepted_groups,discarded_zero_variance_groups,resample_rounds,sampling/accepted_generated_response_tokens,accepted_total_rollout_tokens,sampling/discarded_generated_response_tokens,discarded_total_rollout_tokens,sampling/cumulative_attempted_groups,sampling/cumulative_accepted_groups,sampling/cumulative_discarded_zero_variance_groups,sampling/cumulative_discarded_generated_response_tokens,cumulative_discarded_total_rollout_tokens,difficulty_warmup_active,difficulty_observed_prompts_before,difficulty/observed_prompt_ratio_before,difficulty_selected_seen_ratio,difficulty_selected_unseen_ratio,difficulty_selected_sample_count_mean_before,difficulty_selected_coverage_score_mean,difficulty_selected_ema_accuracy_mean,difficulty_selected_boundary_score_mean,difficulty_global_seen_ema_accuracy_mean,difficulty_observed_prompts_after,difficulty_observed_prompt_ratio_after,difficulty_selected_group_accuracy_mean,difficulty_selected_sample_count_mean_after
1789711862.1061614,rollout,64,65,0.9140625596046448,0.41168150305747986,1.100000023841858,0.0,0.9140625596046448,0.41168150305747986,0.03998047113418579,2.9802322387695312e-08,0.4714033603668213,0.75,0.25,0.25,0.859375,0.828125,0.75,0.625,0.125,0.25,22291,3704,25995,348.296875,0.9140625596046448,0.41168150305747986,1.100000023841858,0.0,0.9140625596046448,0.41168150305747986,0.03998047113418579,2.9802322387695312e-08,0.4714033603668213,0.75,0.25,0.25,0.859375,0.828125,0.75,0.625,0.125,0.25,1499125,1747925,difficulty,True,8,8,0,0,22291,25995,0,0,520,520,0,0,0,False,270,0.03613006824568447,0.25,0.75,0.625,0.8846687836487033,0.421875,0.623046875,0.8054759837962963,276,0.03693295865114412,0.828125,1.625
1789711871.4513133,rollout,65,66,0.9046875238418579,0.41035398840904236,1.100000023841858,0.0,0.9046875238418579,0.41035398840904236,0.12443359941244125,7.078051567077637e-08,0.7453543543815613,0.375,0.625,0.625,0.921875,0.8125,0.375,0.375,0.0,0.625,22853,3272,26125,357.078125,0.9046875238418579,0.41035398840904236,1.100000023841858,0.0,0.9046875238418579,0.41035398840904236,0.12443359941244125,7.078051567077637e-08,0.7453543543815613,0.375,0.625,0.625,0.921875,0.8125,0.375,0.375,0.0,0.625,1521978,1774050,difficulty,True,8,8,0,0,22853,26125,0,0,528,528,0,0,0,False,276,0.03693295865114412,0.75,0.25,1.75,0.6911960792529381,0.7174479166666666,0.6962483723958334,0.8088555819746377,278,0.03720058878629734,0.8125,2.75
1789711880.938677,rollout,66,67,0.9265624284744263,0.3838990330696106,1.100000023841858,0.0,0.9265624284744263,0.3838990330696106,0.10638672113418579,8.940696716308594e-08,0.7453542351722717,0.375,0.625,0.625,0.984375,0.828125,0.375,0.375,0.0,0.625,22789,3512,26301,356.078125,0.9265624284744263,0.3838990330696106,1.100000023841858,0.0,0.9265624284744263,0.3838990330696106,0.10638672113418579,8.940696716308594e-08,0.7453542351722717,0.375,0.625,0.625,0.984375,0.828125,0.375,0.375,0.0,0.625,1544767,1800351,difficulty,True,8,8,0,0,22789,26301,0,0,536,536,0,0,0,False,278,0.03720058878629734,0.5,0.5,1.375,0.7837094310421144,0.646484375,0.73089599609375,0.8096827225719424,282,0.03773584905660377,0.828125,2.375
1789711890.5293417,rollout,67,68,0.7984375357627869,0.46819213032722473,1.100000023841858,0.0,0.7984375357627869,0.46819213032722473,0.05654297024011612,-0.000931314192712307,0.4714101254940033,0.75,0.25,0.25,0.953125,0.703125,0.75,0.625,0.125,0.25,24269,4160,28429,379.203125,0.7984375357627869,0.46819213032722473,1.100000023841858,0.0,0.7984375357627869,0.46819213032722473,0.05654297024011612,-0.000931314192712307,0.4714101254940033,0.75,0.25,0.25,0.953125,0.703125,0.75,0.625,0.125,0.25,1569036,1828780,difficulty,True,8,8,0,0,24269,28429,0,0,544,544,0,0,0,False,282,0.03773584905660377,0.25,0.75,0.75,0.875,0.609375,0.669921875,0.8120082557624113,288,0.03853873946206343,0.703125,1.75
1789711900.010062,rollout,68,69,0.9390624761581421,0.3773833215236664,1.100000023841858,0.0,0.9390624761581421,0.3773833215236664,0.10154297202825546,8.009374141693115e-08,0.745354175567627,0.375,0.625,0.625,0.953125,0.84375,0.375,0.375,0.0,0.625,24367,3472,27839,380.734375,0.9390624761581421,0.3773833215236664,1.100000023841858,0.0,0.9390624761581421,0.3773833215236664,0.10154297202825546,8.009374141693115e-08,0.745354175567627,0.375,0.625,0.625,0.953125,0.84375,0.375,0.375,0.0,0.625,1593403,1856619,difficulty,True,8,8,0,0,24367,27839,0,0,552,552,0,0,0,False,288,0.03853873946206343,0.875,0.125,2.375,0.6117615211576914,0.6981026785714286,0.7414114815848214,0.8103366427951388,289,0.03867255452964004,0.84375,3.375
1789711909.5452147,rollout,69,70,0.785937488079071,0.4696730375289917,1.100000023841858,0.0,0.785937488079071,0.4696730375289917,0.13529297709465027,7.450580596923828e-08,0.8164947032928467,0.25,0.75,0.75,0.984375,0.6875,0.25,0.25,0.0,0.75,24646,4544,29190,385.09375,0.785937488079071,0.4696730375289917,1.100000023841858,0.0,0.785937488079071,0.4696730375289917,0.13529297709465027,7.450580596923828e-08,0.8164947032928467,0.25,0.75,0.75,0.984375,0.6875,0.25,0.25,0.0,0.75,1618049,1885809,difficulty,True,8,8,0,0,24646,29190,0,0,560,560,0,0,0,False,289,0.03867255452964004,0.625,0.375,2.25,0.674230856264669,0.6828125,0.762255859375,0.8124864835640139,292,0.039073999732369864,0.6875,3.25
1789711927.6386936,rollout,70,71,0.71875,0.513894259929657,1.100000023841858,0.0,0.71875,0.513894259929657,0.0764453113079071,2.2351741790771484e-08,0.7453513145446777,0.375,0.625,0.625,0.78125,0.640625,0.5,0.375,0.125,0.5,26020,4928,30948,406.5625,0.71875,0.513894259929657,1.100000023841858,0.0,0.71875,0.513894259929657,0.0764453113079071,2.2351741790771484e-08,0.7453513145446777,0.375,0.625,0.625,0.78125,0.640625,0.5,0.375,0.125,0.5,1644069,1916757,difficulty,True,8,8,0,0,26020,30948,0,0,568,568,0,0,0,False,292,0.039073999732369864,0.75,0.25,2.625,0.6498338265936585,0.6025390625,0.5813166300455729,0.810279323630137,294,0.039341629867523084,0.640625,3.625
1789711937.4308672,rollout,71,72,1.053125023841858,0.21304203569889069,1.100000023841858,0.10000000149011612,1.053125023841858,0.21304203569889069,0.0410156287252903,5.587935447692871e-08,0.5773486495018005,0.625,0.375,0.375,1.0,0.953125,0.625,0.625,0.0,0.375,25232,4288,29520,394.25,1.053125023841858,0.21304203569889069,1.100000023841858,0.10000000149011612,1.053125023841858,0.21304203569889069,0.0410156287252903,5.587935447692871e-08,0.5773486495018005,0.625,0.375,0.375,1.0,0.953125,0.625,0.625,0.0,0.375,1669301,1946277,difficulty,True,8,8,0,0,25232,29520,0,0,576,576,0,0,0,False,294,0.039341629867523084,0.75,0.25,1.875,0.6666980974694177,0.7838541666666666,0.58056640625,0.8090355282738095,296,0.039609260002676304,0.953125,2.875
1789711946.9767485,rollout,72,73,0.9890624284744263,0.31928351521492004,1.100000023841858,0.0,0.9890624284744263,0.31928351521492004,0.08685547113418579,8.568167686462402e-08,0.7453540563583374,0.375,0.625,0.625,0.984375,0.890625,0.375,0.375,0.0,0.625,23344,4352,27696,364.75,0.9890624284744263,0.31928351521492004,1.100000023841858,0.0,0.9890624284744263,0.31928351521492004,0.08685547113418579,8.568167686462402e-08,0.7453540563583374,0.375,0.625,0.625,0.984375,0.890625,0.375,0.375,0.0,0.625,1692645,1973973,difficulty,True,8,8,0,0,23344,27696,0,0,584,584,0,0,0,False,296,0.039609260002676304,0.75,0.25,1.875,0.668425734902411,0.7552083333333334,0.6243489583333334,0.811671901393581,298,0.03987689013782952,0.890625,2.875
1789711957.8354876,rollout,73,74,0.6578124761581421,0.5227535963058472,1.100000023841858,0.0,0.6578124761581421,0.5227535963058472,0.15564453601837158,5.21540641784668e-08,0.8819150924682617,0.125,0.875,0.875,0.796875,0.578125,0.125,0.125,0.0,0.875,25101,4704,29805,392.203125,0.6578124761581421,0.5227535963058472,1.100000023841858,0.0,0.6578124761581421,0.5227535963058472,0.15564453601837158,5.21540641784668e-08,0.8819150924682617,0.125,0.875,0.875,0.796875,0.578125,0.125,0.125,0.0,0.875,1717746,2003778,difficulty,True,8,8,0,0,25101,29805,0,0,592,592,0,0,0,False,298,0.03987689013782952,0.75,0.25,2.25,0.654923953860285,0.5911458333333334,0.6554361979166666,0.8139320731963087,300,0.04014452027298274,0.578125,3.25
1789711967.4007504,rollout,74,75,0.8250000476837158,0.4615364372730255,1.100000023841858,0.0,0.8250000476837158,0.4615364372730255,0.0986328199505806,1.4901161193847656e-08,0.6666651368141174,0.5,0.5,0.5,0.90625,0.734375,0.5,0.5,0.0,0.5,23334,4296,27630,364.59375,0.8250000476837158,0.4615364372730255,1.100000023841858,0.0,0.8250000476837158,0.4615364372730255,0.0986328199505806,1.4901161193847656e-08,0.6666651368141174,0.5,0.5,0.5,0.90625,0.734375,0.5,0.5,0.0,0.5,1741080,2031408,difficulty,True,8,8,0,0,23334,27630,0,0,600,600,0,0,0,False,300,0.04014452027298274,0.5,0.5,1.25,0.7789588307345164,0.7578125,0.6201171875,0.812177734375,304,0.040679780543289176,0.734375,2.25
1789711977.0124743,rollout,75,76,0.832812488079071,0.4479422867298126,1.100000023841858,0.0,0.832812488079071,0.4479422867298126,0.06185547262430191,-0.0009313076734542847,0.47141018509864807,0.75,0.25,0.25,0.984375,0.734375,0.75,0.625,0.125,0.25,23187,4696,27883,362.296875,0.832812488079071,0.4479422867298126,1.100000023841858,0.0,0.832812488079071,0.4479422867298126,0.06185547262430191,-0.0009313076734542847,0.47141018509864807,0.75,0.25,0.25,0.984375,0.734375,0.75,0.625,0.125,0.25,1764267,2059291,difficulty,True,8,8,0,0,23187,27883,0,0,608,608,0,0,0,False,304,0.040679780543289176,0.25,0.75,0.875,0.8684016994374948,0.8359375,0.54833984375,0.81048583984375,310,0.04148267094874883,0.734375,1.875
1789711986.3376255,rollout,76,77,0.9984375238418579,0.3184746503829956,1.100000023841858,0.0,0.9984375238418579,0.3184746503829956,0.06458984315395355,7.450580596923828e-09,0.4714036285877228,0.75,0.25,0.25,0.921875,0.90625,0.75,0.75,0.0,0.25,20743,3840,24583,324.109375,0.9984375238418579,0.3184746503829956,1.100000023841858,0.0,0.9984375238418579,0.3184746503829956,0.06458984315395355,7.450580596923828e-09,0.4714036285877228,0.75,0.25,0.25,0.921875,0.90625,0.75,0.75,0.0,0.25,1785010,2083874,difficulty,True,8,8,0,0,20743,24583,0,0,616,616,0,0,0,False,310,0.04148267094874883,0.75,0.25,2.75,0.609288224736044,0.751953125,0.600250244140625,0.8078282510080645,312,0.04175030108390205,0.90625,3.75
1789711995.9155614,rollout,77,78,0.8968750238418579,0.42649132013320923,1.100000023841858,0.0,0.8968750238418579,0.42649132013320923,0.10984376072883606,5.587935447692871e-08,0.7453542351722717,0.375,0.625,0.625,0.84375,0.8125,0.375,0.375,0.0,0.625,24717,3976,28693,386.203125,0.8968750238418579,0.42649132013320923,1.100000023841858,0.0,0.8968750238418579,0.42649132013320923,0.10984376072883606,5.587935447692871e-08,0.7453542351722717,0.375,0.625,0.625,0.84375,0.8125,0.375,0.375,0.0,0.625,1809727,2112567,difficulty,True,8,8,0,0,24717,28693,0,0,624,624,0,0,0,False,312,0.04175030108390205,0.75,0.25,1.375,0.7123338265936585,0.734375,0.6373697916666666,0.8102432642227564,314,0.04201793121905527,0.8125,2.375
1789712005.3333094,rollout,78,79,0.8140624761581421,0.46114668250083923,1.100000023841858,0.0,0.8140624761581421,0.46114668250083923,0.12736329436302185,3.3527612686157227e-08,0.7453543543815613,0.375,0.625,0.625,0.953125,0.71875,0.375,0.375,0.0,0.625,22138,3344,25482,345.90625,0.8140624761581421,0.46114668250083923,1.100000023841858,0.0,0.8140624761581421,0.46114668250083923,0.12736329436302185,3.3527612686157227e-08,0.7453543543815613,0.375,0.625,0.625,0.953125,0.71875,0.375,0.375,0.0,0.625,1831865,2138049,difficulty,True,8,8,0,0,22138,25482,0,0,632,632,0,0,0,False,314,0.04201793121905527,0.5,0.5,1.25,0.7837569512537078,0.548828125,0.93353271484375,0.8110040555334395,318,0.0425531914893617,0.71875,2.25
1789712014.994014,rollout,79,80,0.796875,0.4707200825214386,1.100000023841858,0.0,0.796875,0.4707200825214386,0.1553906351327896,7.636845111846924e-08,0.8164948225021362,0.25,0.75,0.75,0.9375,0.703125,0.25,0.25,0.0,0.75,24097,3960,28057,376.515625,0.796875,0.4707200825214386,1.100000023841858,0.0,0.796875,0.4707200825214386,0.1553906351327896,7.636845111846924e-08,0.8164948225021362,0.25,0.75,0.75,0.9375,0.703125,0.25,0.25,0.0,0.75,1855962,2166106,difficulty,True,8,8,0,0,24097,28057,0,0,640,640,0,0,0,False,318,0.0425531914893617,0.25,0.75,1.0,0.8694143427748566,0.669921875,0.858856201171875,0.8113053999606918,324,0.043356081894821354,0.703125,2.0
1789712032.8829713,rollout,80,81,0.8390624523162842,0.45621535181999207,1.100000023841858,0.0,0.8390624523162842,0.45621535181999207,0.07451172173023224,3.818422555923462e-08,0.6666624546051025,0.5,0.5,0.5,0.890625,0.75,0.625,0.5,0.125,0.375,22763,4808,27571,355.671875,0.8390624523162842,0.45621535181999207,1.100000023841858,0.0,0.8390624523162842,0.45621535181999207,0.07451172173023224,3.818422555923462e-08,0.6666624546051025,0.5,0.5,0.5,0.890625,0.75,0.625,0.5,0.125,0.375,1878725,2193677,difficulty,True,8,8,0,0,22763,27571,0,0,648,648,0,0,0,False,324,0.043356081894821354,0.625,0.375,1.375,0.7536960792529381,0.7578125,0.575341796875,0.8088740596064815,327,0.04375752709755119,0.75,2.375
1789712042.4867203,rollout,81,82,0.8671875,0.44402727484703064,1.100000023841858,0.0,0.8671875,0.44402727484703064,0.12990234792232513,7.82310962677002e-08,0.8164946436882019,0.25,0.75,0.75,0.859375,0.78125,0.25,0.25,0.0,0.75,23698,4392,28090,370.28125,0.8671875,0.44402727484703064,1.100000023841858,0.0,0.8671875,0.44402727484703064,0.12990234792232513,7.82310962677002e-08,0.8164946436882019,0.25,0.75,0.75,0.859375,0.78125,0.25,0.25,0.0,0.75,1902423,2221767,difficulty,True,8,8,0,0,23698,28090,0,0,656,656,0,0,0,False,327,0.04375752709755119,0.5,0.5,1.25,0.7837569512537078,0.783203125,0.66107177734375,0.8075096760321101,331,0.04429278736785762,0.78125,2.25
1789712051.9952369,rollout,82,83,1.014062523841858,0.297538697719574,1.100000023841858,0.0,1.014062523841858,0.297538697719574,0.06853516399860382,3.166496753692627e-08,0.5773488879203796,0.625,0.375,0.375,0.921875,0.921875,0.625,0.625,0.0,0.375,24171,4544,28715,377.671875,1.014062523841858,0.297538697719574,1.100000023841858,0.0,1.014062523841858,0.297538697719574,0.06853516399860382,3.166496753692627e-08,0.5773488879203796,0.625,0.375,0.375,0.921875,0.921875,0.625,0.625,0.0,0.375,1926594,2250482,difficulty,True,8,8,0,0,24171,28715,0,0,664,664,0,0,0,False,331,0.04429278736785762,0.625,0.375,1.75,0.7050373872540926,0.6828125,0.714794921875,0.8066140719410876,334,0.044694232570587446,0.921875,2.75
1789712061.5622985,rollout,83,84,0.6875,0.5202258229255676,1.100000023841858,0.0,0.6875,0.5202258229255676,0.18562501668930054,5.029141902923584e-08,0.9428068399429321,0.0,1.0,1.0,0.78125,0.609375,0.0,0.0,0.0,1.0,24493,3648,28141,382.703125,0.6875,0.5202258229255676,1.100000023841858,0.0,0.6875,0.5202258229255676,0.18562501668930054,5.029141902923584e-08,0.9428068399429321,0.0,1.0,1.0,0.78125,0.609375,0.0,0.0,0.0,1.0,1951087,2278623,difficulty,True,8,8,0,0,24493,28141,0,0,672,672,0,0,0,False,334,0.044694232570587446,0.25,0.75,0.5,0.9008883476483185,0.609375,0.873046875,0.8096024747380239,340,0.045497122976047105,0.609375,1.5
1789712071.0656643,rollout,84,85,0.762499988079071,0.4874618649482727,1.100000023841858,0.0,0.762499988079071,0.4874618649482727,0.12371094524860382,3.073364496231079e-08,0.7453542947769165,0.375,0.625,0.625,0.90625,0.671875,0.375,0.375,0.0,0.625,23130,3960,27090,361.40625,0.762499988079071,0.4874618649482727,1.100000023841858,0.0,0.762499988079071,0.4874618649482727,0.12371094524860382,3.073364496231079e-08,0.7453542947769165,0.375,0.625,0.625,0.90625,0.671875,0.375,0.375,0.0,0.625,1974217,2305713,difficulty,True,8,8,0,0,23130,27090,0,0,680,680,0,0,0,False,340,0.045497122976047105,0.375,0.625,0.875,0.8414588307345164,0.46875,0.70703125,0.8060230928308824,345,0.04616619831393015,0.671875,1.875
1789712080.5271897,rollout,85,86,0.9749999642372131,0.3333333432674408,1.100000023841858,0.10000000149011612,0.9749999642372131,0.3333333432674408,0.078125,3.725290298461914e-08,0.577349066734314,0.625,0.375,0.375,1.0,0.875,0.625,0.625,0.0,0.375,21946,4408,26354,342.90625,0.9749999642372131,0.3333333432674408,1.100000023841858,0.10000000149011612,0.9749999642372131,0.3333333432674408,0.078125,3.725290298461914e-08,0.577349066734314,0.625,0.375,0.375,1.0,0.875,0.625,0.625,0.0,0.375,1996163,2332067,difficulty,True,8,8,0,0,21946,26354,0,0,688,688,0,0,0,False,345,0.04616619831393015,0.5,0.5,1.625,0.7464721825236927,0.7265625,0.49072265625,0.8049847146739131,349,0.046701458584236584,0.875,2.625
1789712090.2143059,rollout,86,87,0.6250000596046448,0.527046263217926,1.100000023841858,0.0,0.6250000596046448,0.527046263217926,0.18445312976837158,3.3527612686157227e-08,0.8819152116775513,0.125,0.875,0.875,0.78125,0.546875,0.125,0.125,0.0,0.875,26523,4776,31299,414.421875,0.6250000596046448,0.527046263217926,1.100000023841858,0.0,0.6250000596046448,0.527046263217926,0.18445312976837158,3.3527612686157227e-08,0.8819152116775513,0.125,0.875,0.875,0.78125,0.546875,0.125,0.125,0.0,0.875,2022686,2363366,difficulty,True,8,8,0,0,26523,31299,0,0,696,696,0,0,0,False,349,0.046701458584236584,0.75,0.25,2.625,0.6331254974011831,0.5598958333333334,0.8370768229166666,0.8062796606375359,351,0.046969088719389804,0.546875,3.625
1789712099.7239532,rollout,87,88,0.9078124761581421,0.40367546677589417,1.100000023841858,0.0,0.9078124761581421,0.40367546677589417,0.13322265446186066,7.82310962677002e-08,0.8164947032928467,0.25,0.75,0.75,0.953125,0.8125,0.25,0.25,0.0,0.75,21855,4152,26007,341.484375,0.9078124761581421,0.40367546677589417,1.100000023841858,0.0,0.9078124761581421,0.40367546677589417,0.13322265446186066,7.82310962677002e-08,0.8164947032928467,0.25,0.75,0.75,0.953125,0.8125,0.25,0.25,0.0,0.75,2044541,2389373,difficulty,True,8,8,0,0,21855,26007,0,0,704,704,0,0,0,False,351,0.046969088719389804,0.75,0.25,2.125,0.6777609162066093,0.5992838541666666,0.6257705688476562,0.8047347978988604,353,0.047236718854543024,0.8125,3.125
1789712109.1868753,rollout,88,89,0.807812511920929,0.47150710225105286,1.100000023841858,0.0,0.807812511920929,0.47150710225105286,0.14650391042232513,2.2351741790771484e-08,0.7453544735908508,0.375,0.625,0.625,0.890625,0.71875,0.375,0.375,0.0,0.625,21806,3544,25350,340.71875,0.807812511920929,0.47150710225105286,1.100000023841858,0.0,0.807812511920929,0.47150710225105286,0.14650391042232513,2.2351741790771484e-08,0.7453544735908508,0.375,0.625,0.625,0.890625,0.71875,0.375,0.375,0.0,0.625,2066347,2414723,difficulty,True,8,8,0,0,21806,25350,0,0,712,712,0,0,0,False,353,0.047236718854543024,0.75,0.25,2.25,0.6359390866915873,0.5690104166666666,0.7901611328125,0.8071219900849859,355,0.047504348989696236,0.71875,3.25
1789712119.9977975,rollout,89,90,1.0,0.31370797753334045,1.100000023841858,0.0,1.0,0.31370797753334045,0.047968752682209015,1.4901161193847656e-08,0.47140344977378845,0.75,0.25,0.25,0.9375,0.90625,0.75,0.75,0.0,0.25,21531,3528,25059,336.421875,1.0,0.31370797753334045,1.100000023841858,0.0,1.0,0.31370797753334045,0.047968752682209015,1.4901161193847656e-08,0.47140344977378845,0.75,0.25,0.25,0.9375,0.90625,0.75,0.75,0.0,0.25,2087878,2439782,difficulty,True,8,8,0,0,21531,25059,0,0,720,720,0,0,0,False,355,0.047504348989696236,0.625,0.375,1.875,0.7222220743794764,0.85546875,0.42161865234375,0.8085057218309859,358,0.04790579419242607,0.90625,2.875
1789712137.8338068,rollout,90,91,0.8421874642372131,0.4506801664829254,1.100000023841858,0.0,0.8421874642372131,0.4506801664829254,0.10521484911441803,1.4901161193847656e-08,0.666665256023407,0.5,0.5,0.5,0.921875,0.75,0.5,0.5,0.0,0.5,24853,5240,30093,388.328125,0.8421874642372131,0.4506801664829254,1.100000023841858,0.0,0.8421874642372131,0.4506801664829254,0.10521484911441803,1.4901161193847656e-08,0.666665256023407,0.5,0.5,0.5,0.921875,0.75,0.5,0.5,0.0,0.5,2112731,2469875,difficulty,True,8,8,0,0,24853,30093,0,0,728,728,0,0,0,False,358,0.04790579419242607,0.625,0.375,1.125,0.7520634822431314,0.5125,0.653125,0.8091993278631285,361,0.048307239395155896,0.75,2.125
1789712147.3690245,rollout,91,92,1.0,0.31370797753334045,1.100000023841858,0.0,1.0,0.31370797753334045,0.06214844062924385,1.1175870895385742e-08,0.4714035987854004,0.75,0.25,0.25,0.9375,0.90625,0.75,0.75,0.0,0.25,23612,4592,28204,368.9375,1.0,0.31370797753334045,1.100000023841858,0.0,1.0,0.31370797753334045,0.06214844062924385,1.1175870895385742e-08,0.4714035987854004,0.75,0.25,0.25,0.9375,0.90625,0.75,0.75,0.0,0.25,2136343,2498079,difficulty,True,8,8,0,0,23612,28204,0,0,736,736,0,0,0,False,361,0.048307239395155896,0.875,0.125,2.375,0.6010800941716263,0.75,0.6531808035714286,0.8113908846952909,362,0.0484410544627325,0.90625,3.375
1789712156.9970243,rollout,92,93,0.831250011920929,0.4507049322128296,1.100000023841858,0.0,0.831250011920929,0.4507049322128296,0.07484375685453415,-0.0009312834590673447,0.577354371547699,0.625,0.375,0.375,0.96875,0.734375,0.625,0.5,0.125,0.375,24479,4184,28663,382.484375,0.831250011920929,0.4507049322128296,1.100000023841858,0.0,0.831250011920929,0.4507049322128296,0.07484375685453415,-0.0009312834590673447,0.577354371547699,0.625,0.375,0.375,0.96875,0.734375,0.625,0.5,0.125,0.375,2160822,2526742,difficulty,True,8,8,0,0,24479,28663,0,0,744,744,0,0,0,False,362,0.0484410544627325,0.625,0.375,1.75,0.7098605301720111,0.653125,0.7568359375,0.813293119820442,365,0.04884249966546233,0.734375,2.75
1789712166.570451,rollout,93,94,0.7453125715255737,0.49471163749694824,1.100000023841858,0.0,0.7453125715255737,0.49471163749694824,0.0847460925579071,3.91155481338501e-08,0.7453513741493225,0.375,0.625,0.625,0.890625,0.65625,0.5,0.375,0.125,0.5,24383,4360,28743,380.984375,0.7453125715255737,0.49471163749694824,1.100000023841858,0.0,0.7453125715255737,0.49471163749694824,0.0847460925579071,3.91155481338501e-08,0.7453513741493225,0.375,0.625,0.625,0.890625,0.65625,0.5,0.375,0.125,0.5,2185205,2555485,difficulty,True,8,8,0,0,24383,28743,0,0,752,752,0,0,0,False,365,0.04884249966546233,0.375,0.625,1.125,0.8328026904231751,0.6549479166666666,0.67022705078125,0.8124090325342466,370,0.049511575003345375,0.65625,2.125
1789712176.165777,rollout,94,95,0.9359374642372131,0.38477665185928345,1.100000023841858,0.0,0.9359374642372131,0.38477665185928345,0.12599609792232513,4.842877388000488e-08,0.745354413986206,0.375,0.625,0.625,0.921875,0.84375,0.375,0.375,0.0,0.625,25548,4888,30436,399.1875,0.9359374642372131,0.38477665185928345,1.100000023841858,0.0,0.9359374642372131,0.38477665185928345,0.12599609792232513,4.842877388000488e-08,0.745354413986206,0.375,0.625,0.625,0.921875,0.84375,0.375,0.375,0.0,0.625,2210753,2585921,difficulty,True,8,8,0,0,25548,30436,0,0,760,760,0,0,0,False,370,0.049511575003345375,0.625,0.375,2.5,0.6562361346204671,0.7609375,0.589990234375,0.8099239864864864,373,0.0499130202060752,0.84375,3.5
1789712185.6452448,rollout,95,96,0.8921874761581421,0.4153043329715729,1.100000023841858,0.0,0.8921874761581421,0.4153043329715729,0.11638672649860382,5.960464477539063e-08,0.7453542947769165,0.375,0.625,0.625,0.953125,0.796875,0.375,0.375,0.0,0.625,22392,4504,26896,349.875,0.8921874761581421,0.4153043329715729,1.100000023841858,0.0,0.8921874761581421,0.4153043329715729,0.11638672649860382,5.960464477539063e-08,0.7453542947769165,0.375,0.625,0.625,0.953125,0.796875,0.375,0.375,0.0,0.625,2233145,2612817,difficulty,True,8,8,0,0,22392,26896,0,0,768,768,0,0,0,False,373,0.0499130202060752,0.625,0.375,1.5,0.737476515253323,0.7046875,0.692138671875,0.8105416387399463,376,0.050314465408805034,0.796875,2.5
1789712195.0622864,rollout,96,97,0.8500000238418579,0.45600056648254395,1.100000023841858,0.0,0.8500000238418579,0.45600056648254395,0.12628906965255737,1.6763806343078613e-08,0.6666653752326965,0.5,0.5,0.5,0.84375,0.765625,0.5,0.5,0.0,0.5,22019,3992,26011,344.046875,0.8500000238418579,0.45600056648254395,1.100000023841858,0.0,0.8500000238418579,0.45600056648254395,0.12628906965255737,1.6763806343078613e-08,0.6666653752326965,0.5,0.5,0.5,0.84375,0.765625,0.5,0.5,0.0,0.5,2255164,2638828,difficulty,True,8,8,0,0,22019,26011,0,0,776,776,0,0,0,False,376,0.050314465408805034,0.75,0.25,2.625,0.6255077887356593,0.5904947916666666,0.8217671712239584,0.8115234375,378,0.05058209554395825,0.765625,3.625
1789712204.5819514,rollout,97,98,0.840624988079071,0.4534589350223541,1.100000023841858,0.0,0.840624988079071,0.4534589350223541,0.16394531726837158,5.21540641784668e-08,0.816494882106781,0.25,0.75,0.75,0.90625,0.75,0.25,0.25,0.0,0.75,24057,5016,29073,375.890625,0.840624988079071,0.4534589350223541,1.100000023841858,0.0,0.840624988079071,0.4534589350223541,0.16394531726837158,5.21540641784668e-08,0.816494882106781,0.25,0.75,0.75,0.90625,0.75,0.25,0.25,0.0,0.75,2279221,2667901,difficulty,True,8,8,0,0,24057,29073,0,0,784,784,0,0,0,False,378,0.05058209554395825,0.625,0.375,1.0,0.7844550900307685,0.453125,0.8029296875,0.8132905505952381,381,0.05098354074668808,0.75,2.0
